 -1, -1, -1, -1,-1 , -1, -1, -1, -1, -1,-1 , -1, -1, -1, -1
 13, -1, -1, -1,-1 , -1, -1, 101, -1, -1, -1, -1, -1, -1, 12
 -1, -1, -1, -1,-1 ,-1 ,-1  ,-1,-1,-1,-1 , -1, -1, -1, -1
 -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
 -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
 -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
 -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
 -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
 -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
 -1, -1, -1, -1, -1, -1, -1,  7, -1, -1, -1, -1, -1, -1, -1
 -1, -1, -1, -1, -1, -1, -1,990, -1, -1, -1, -1, -1, -1, -1